Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
87,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
88,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
89,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
90,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
91,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
92,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
93,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
94,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
95,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
96,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
97,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
98,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
99,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
100,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
101,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
102,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
103,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
104,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
105,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
106,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
107,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
108,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
109,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
110,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
111,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
112,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
113,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
114,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
115,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
116,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
117,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
118,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
119,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
120,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
121,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
122,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
123,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
124,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
125,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
126,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
127,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
128,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
129,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
130,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
131,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
132,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
133,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
134,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
135,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
136,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
137,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
138,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
139,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
140,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
141,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
142,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
143,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
144,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
145,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
146,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
147,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
148,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
149,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
150,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
151,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
152,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
153,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
154,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
155,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
156,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
157,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
158,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
159,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
160,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
161,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
162,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
163,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
164,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
165,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
166,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
167,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
168,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
169,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
170,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
171,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
172,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
173,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
174,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
175,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
176,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
177,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
178,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
179,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
180,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
181,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
182,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
183,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
184,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
185,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
186,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
187,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
188,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
189,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
190,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
191,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
192,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
193,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
194,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
195,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
196,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
197,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
198,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
199,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
200,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
201,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
202,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
203,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
204,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
205,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
206,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
207,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
208,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
209,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
210,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
211,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
212,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
213,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
214,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
215,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
216,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
217,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
218,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
219,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
220,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
221,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
222,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
223,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
224,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
225,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
226,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
227,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
228,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
229,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
230,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
231,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
232,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
233,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
234,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
235,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
236,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
237,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
238,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
239,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
240,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
241,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
242,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
243,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
244,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
245,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
246,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
247,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
248,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
249,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
250,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
251,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
252,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
253,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
254,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
255,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
256,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
257,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
258,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
259,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
260,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
261,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
262,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
263,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
264,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
265,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
266,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
267,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
268,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
269,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
270,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
271,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
272,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
273,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
274,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
275,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
276,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
277,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
278,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
279,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
280,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
281,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
282,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
283,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
284,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
285,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
286,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
287,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
288,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
289,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
290,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
291,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
292,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
293,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
294,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
295,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
296,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
297,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
298,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
299,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
300,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
301,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
302,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
303,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
304,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
305,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
306,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
307,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
308,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
309,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
310,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
311,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
312,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
313,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
314,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
315,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
316,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
317,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
318,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
319,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
320,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
321,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
322,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
323,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
324,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
325,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
326,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
327,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
328,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
329,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
330,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
331,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
332,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
333,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
334,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
335,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
336,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
337,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
338,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
339,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
340,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
341,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
342,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
343,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
344,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
345,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
346,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
347,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
348,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
349,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
350,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
351,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
352,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
353,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
354,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
355,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
356,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
357,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
358,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
359,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
360,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
361,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
362,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
363,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
364,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
365,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
366,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
367,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
368,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
369,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
370,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
371,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
372,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
373,1,1,26,0,NOTHING,false,0,5,1,0,1,,,1,0,-3
